MERGE	word family: relation	en:relation	word-family tag folded into lemma facet
MERGE	word family: citizen	en:citizen	word-family tag folded into lemma facet
MERGE	word family: likely	en:likely	word-family tag folded into lemma facet
MERGE	word family: weak	en:weak	word-family tag folded into lemma facet
MERGE	word family: short	en:short	word-family tag folded into lemma facet
MERGE	word family: dark	en:dark	word-family tag folded into lemma facet
MERGE	word family: wide	en:wide	word-family tag folded into lemma facet
MERGE	word family: deep	en:deep	word-family tag folded into lemma facet
MERGE	word family: white	en:white	word-family tag folded into lemma facet
MERGE	word family: black	en:black	word-family tag folded into lemma facet
MERGE	word family: long	en:long	word-family tag folded into lemma facet
MERGE	word family: strong	en:strong	word-family tag folded into lemma facet
MERGE	word family: power	en:power	word-family tag folded into lemma facet
MERGE	word family: color	en:color	word-family tag folded into lemma facet
MERGE	word family: use	en:use	word-family tag folded into lemma facet
MERGE	word family: pain	en:pain	word-family tag folded into lemma facet
MERGE	word family: stress	en:stress	word-family tag folded into lemma facet
MERGE	word family: meaning	en:meaning	word-family tag folded into lemma facet
MERGE	word family: success	en:success	word-family tag folded into lemma facet
MERGE	word family: care	en:care	word-family tag folded into lemma facet
MERGE	word family: beauty	en:beauty	word-family tag folded into lemma facet
MERGE	word family: wonder	en:wonder	word-family tag folded into lemma facet
MERGE	word family: hope	en:hope	word-family tag folded into lemma facet
MERGE	word family: help	en:help	word-family tag folded into lemma facet
MERGE	word family: harm	en:harm	word-family tag folded into lemma facet
MERGE	word family: thought	en:thought	word-family tag folded into lemma facet
MERGE	word family: happy	en:happy	word-family tag folded into lemma facet
MERGE	word family: kind	en:kind	word-family tag folded into lemma facet
MERGE	word family: aware	en:aware	word-family tag folded into lemma facet
MERGE	word family: ill	en:ill	word-family tag folded into lemma facet
MERGE	word family: lonely	en:lonely	word-family tag folded into lemma facet
MERGE	word family: ready	en:ready	word-family tag folded into lemma facet
MERGE	word family: good	en:good	word-family tag folded into lemma facet
MERGE	word family: quick	en:quick	word-family tag folded into lemma facet
MERGE	word family: normal	en:normal	word-family tag folded into lemma facet
MERGE	word family: probable	en:probable	word-family tag folded into lemma facet
MERGE	word family: easy	en:easy	word-family tag folded into lemma facet
MERGE	word family: slow	en:slow	word-family tag folded into lemma facet
MERGE	word family: logical	en:logical	word-family tag folded into lemma facet
MERGE	word family: practical	en:practical	word-family tag folded into lemma facet
MERGE	word family: receive	en:receive	word-family tag folded into lemma facet
MERGE	word family: train	en:train	word-family tag folded into lemma facet
MERGE	word family: present	en:present	word-family tag folded into lemma facet
MERGE	word family: act	en:act	word-family tag folded into lemma facet
MERGE	word family: instruct	en:instruct	word-family tag folded into lemma facet
MERGE	word family: create	en:create	word-family tag folded into lemma facet
MERGE	word family: visit	en:visit	word-family tag folded into lemma facet
MERGE	word family: hard	en:hard	word-family tag folded into lemma facet
MERGE	word family: fast	en:fast	word-family tag folded into lemma facet
MERGE	word family: cheap	en:cheap	word-family tag folded into lemma facet
MERGE	word family: safe	en:safe	word-family tag folded into lemma facet
MERGE	word family: funny	en:funny	word-family tag folded into lemma facet
MERGE	word family: big	en:big	word-family tag folded into lemma facet
MERGE	word family: read	en:read	word-family tag folded into lemma facet
MERGE	word family: write	en:write	word-family tag folded into lemma facet
MERGE	word family: open	en:open	word-family tag folded into lemma facet
MERGE	word family: close	en:close	word-family tag folded into lemma facet
MERGE	word family: meet	en:meet	word-family tag folded into lemma facet
MERGE	word family: learn	en:learn	word-family tag folded into lemma facet
MERGE	word family: plan	en:plan	word-family tag folded into lemma facet
MERGE	word family: red	en:red	word-family tag folded into lemma facet
MERGE	word family: six	en:six	word-family tag folded into lemma facet
MERGE	word family: twenty	en:twenty	word-family tag folded into lemma facet
MERGE	word family: forty	en:forty	word-family tag folded into lemma facet
MERGE	word family: cold	en:cold	word-family tag folded into lemma facet
MERGE	word family: tall	en:tall	word-family tag folded into lemma facet
MERGE	word family: small	en:small	word-family tag folded into lemma facet
MERGE	word family: okay	en:okay	word-family tag folded into lemma facet
MERGE	word family: fool	en:fool	word-family tag folded into lemma facet
MERGE	word family: self	en:self	word-family tag folded into lemma facet
MERGE	word family: style	en:style	word-family tag folded into lemma facet
MERGE	word family: fever	en:fever	word-family tag folded into lemma facet
MERGE	word family: Britain	en:britain	word-family tag folded into lemma facet
MERGE	word family: Ireland	en:ireland	word-family tag folded into lemma facet
MERGE	word family: Spain	en:spain	word-family tag folded into lemma facet
MERGE	word family: Poland	en:poland	word-family tag folded into lemma facet
MERGE	word family: Turkey	en:turkey	word-family tag folded into lemma facet
MERGE	word family: Sweden	en:sweden	word-family tag folded into lemma facet
MERGE	word family: Denmark	en:denmark	word-family tag folded into lemma facet
MERGE	word family: Finland	en:finland	word-family tag folded into lemma facet
MERGE	word family: true	en:true	word-family tag folded into lemma facet
MERGE	word family: warm	en:warm	word-family tag folded into lemma facet
MERGE	word family: grow	en:grow	word-family tag folded into lemma facet
MERGE	word family: young	en:young	word-family tag folded into lemma facet
MERGE	word family: born	en:born	word-family tag folded into lemma facet
MERGE	word family: dead	en:dead	word-family tag folded into lemma facet
MERGE	word family: north	en:north	word-family tag folded into lemma facet
MERGE	word family: south	en:south	word-family tag folded into lemma facet
MERGE	word family: east	en:east	word-family tag folded into lemma facet
MERGE	word family: west	en:west	word-family tag folded into lemma facet
MERGE	word family: northeast	en:northeast	word-family tag folded into lemma facet
MERGE	word family: northwest	en:northwest	word-family tag folded into lemma facet
MERGE	word family: southeast	en:southeast	word-family tag folded into lemma facet
MERGE	word family: southwest	en:southwest	word-family tag folded into lemma facet
MERGE	word family: upper	en:upper	word-family tag folded into lemma facet
MERGE	word family: lower	en:lower	word-family tag folded into lemma facet
MERGE	word family: inner	en:inner	word-family tag folded into lemma facet
MERGE	word family: outer	en:outer	word-family tag folded into lemma facet
MERGE	word family: in	en:in	word-family tag folded into lemma facet
MERGE	word family: out	en:out	word-family tag folded into lemma facet
MERGE	word family: up	en:up	word-family tag folded into lemma facet
MERGE	word family: down	en:down	word-family tag folded into lemma facet
MERGE	word family: back	en:back	word-family tag folded into lemma facet
MERGE	word family: home	en:home	word-family tag folded into lemma facet
MERGE	word family: after	en:after	word-family tag folded into lemma facet
MERGE	word family: on	en:on	word-family tag folded into lemma facet
MERGE	word family: connect	en:connect	word-family tag folded into lemma facet
MERGE	word family: inform	en:inform	word-family tag folded into lemma facet
MERGE	word family: cook	en:cook	word-family tag folded into lemma facet
MERGE	word family: charge	en:charge	word-family tag folded into lemma facet
MERGE	word family: estimate	en:estimate	word-family tag folded into lemma facet
MERGE	word family: arm	en:arm	word-family tag folded into lemma facet
MERGE	word family: head	en:head	word-family tag folded into lemma facet
MERGE	word family: see	en:see	word-family tag folded into lemma facet
MERGE	word family: tell	en:tell	word-family tag folded into lemma facet
MERGE	word family: warn	en:warn	word-family tag folded into lemma facet
MERGE	word family: word	en:word	word-family tag folded into lemma facet
MERGE	word family: ground	en:ground	word-family tag folded into lemma facet
MERGE	word family: large	en:large	word-family tag folded into lemma facet
MERGE	word family: rapid	en:rapid	word-family tag folded into lemma facet
MERGE	word family: difficult	en:difficult	word-family tag folded into lemma facet
MERGE	word family: important	en:important	word-family tag folded into lemma facet
MERGE	word family: bad	en:bad	word-family tag folded into lemma facet
MERGE	word family: arise	en:arise	word-family tag folded into lemma facet
MERGE	word family: awake	en:awake	word-family tag folded into lemma facet
MERGE	word family: be	en:be	word-family tag folded into lemma facet
MERGE	word family: bear	en:bear	word-family tag folded into lemma facet
MERGE	word family: beat	en:beat	word-family tag folded into lemma facet
MERGE	word family: become	en:become	word-family tag folded into lemma facet
MERGE	word family: begin	en:begin	word-family tag folded into lemma facet
MERGE	word family: bend	en:bend	word-family tag folded into lemma facet
MERGE	word family: bet	en:bet	word-family tag folded into lemma facet
MERGE	word family: bid	en:bid	word-family tag folded into lemma facet
MERGE	word family: bind	en:bind	word-family tag folded into lemma facet
MERGE	word family: bite	en:bite	word-family tag folded into lemma facet
MERGE	word family: bleed	en:bleed	word-family tag folded into lemma facet
MERGE	word family: blow	en:blow	word-family tag folded into lemma facet
MERGE	word family: break	en:break	word-family tag folded into lemma facet
MERGE	word family: breed	en:breed	word-family tag folded into lemma facet
MERGE	word family: bring	en:bring	word-family tag folded into lemma facet
MERGE	word family: broadcast	en:broadcast	word-family tag folded into lemma facet
MERGE	word family: build	en:build	word-family tag folded into lemma facet
MERGE	word family: burn	en:burn	word-family tag folded into lemma facet
MERGE	word family: burst	en:burst	word-family tag folded into lemma facet
MERGE	word family: buy	en:buy	word-family tag folded into lemma facet
MERGE	word family: can	en:can	word-family tag folded into lemma facet
MERGE	word family: cast	en:cast	word-family tag folded into lemma facet
MERGE	word family: catch	en:catch	word-family tag folded into lemma facet
MERGE	word family: choose	en:choose	word-family tag folded into lemma facet
MERGE	word family: cling	en:cling	word-family tag folded into lemma facet
MERGE	word family: clothe	en:clothe	word-family tag folded into lemma facet
MERGE	word family: come	en:come	word-family tag folded into lemma facet
MERGE	word family: cost	en:cost	word-family tag folded into lemma facet
MERGE	word family: creep	en:creep	word-family tag folded into lemma facet
MERGE	word family: cut	en:cut	word-family tag folded into lemma facet
MERGE	word family: deal	en:deal	word-family tag folded into lemma facet
MERGE	word family: dig	en:dig	word-family tag folded into lemma facet
MERGE	word family: dive	en:dive	word-family tag folded into lemma facet
MERGE	word family: do	en:do	word-family tag folded into lemma facet
MERGE	word family: draw	en:draw	word-family tag folded into lemma facet
MERGE	word family: dream	en:dream	word-family tag folded into lemma facet
MERGE	word family: drink	en:drink	word-family tag folded into lemma facet
MERGE	word family: drive	en:drive	word-family tag folded into lemma facet
MERGE	word family: eat	en:eat	word-family tag folded into lemma facet
MERGE	word family: fall	en:fall	word-family tag folded into lemma facet
MERGE	word family: feed	en:feed	word-family tag folded into lemma facet
MERGE	word family: feel	en:feel	word-family tag folded into lemma facet
MERGE	word family: fight	en:fight	word-family tag folded into lemma facet
MERGE	word family: find	en:find	word-family tag folded into lemma facet
MERGE	word family: fit	en:fit	word-family tag folded into lemma facet
MERGE	word family: flee	en:flee	word-family tag folded into lemma facet
MERGE	word family: fling	en:fling	word-family tag folded into lemma facet
MERGE	word family: fly	en:fly	word-family tag folded into lemma facet
MERGE	word family: forbid	en:forbid	word-family tag folded into lemma facet
MERGE	word family: forget	en:forget	word-family tag folded into lemma facet
MERGE	word family: forgive	en:forgive	word-family tag folded into lemma facet
MERGE	word family: freeze	en:freeze	word-family tag folded into lemma facet
MERGE	word family: get	en:get	word-family tag folded into lemma facet
MERGE	word family: give	en:give	word-family tag folded into lemma facet
MERGE	word family: go	en:go	word-family tag folded into lemma facet
MERGE	word family: grind	en:grind	word-family tag folded into lemma facet
MERGE	word family: hang	en:hang	word-family tag folded into lemma facet
MERGE	word family: have	en:have	word-family tag folded into lemma facet
MERGE	word family: hear	en:hear	word-family tag folded into lemma facet
MERGE	word family: hide	en:hide	word-family tag folded into lemma facet
MERGE	word family: hit	en:hit	word-family tag folded into lemma facet
MERGE	word family: hold	en:hold	word-family tag folded into lemma facet
MERGE	word family: hurt	en:hurt	word-family tag folded into lemma facet
MERGE	word family: keep	en:keep	word-family tag folded into lemma facet
MERGE	word family: kneel	en:kneel	word-family tag folded into lemma facet
MERGE	word family: knit	en:knit	word-family tag folded into lemma facet
MERGE	word family: know	en:know	word-family tag folded into lemma facet
MERGE	word family: lay	en:lay	word-family tag folded into lemma facet
MERGE	word family: lead	en:lead	word-family tag folded into lemma facet
MERGE	word family: lean	en:lean	word-family tag folded into lemma facet
MERGE	word family: leap	en:leap	word-family tag folded into lemma facet
MERGE	word family: leave	en:leave	word-family tag folded into lemma facet
MERGE	word family: lend	en:lend	word-family tag folded into lemma facet
MERGE	word family: let	en:let	word-family tag folded into lemma facet
MERGE	word family: lie	en:lie	word-family tag folded into lemma facet
MERGE	word family: light	en:light	word-family tag folded into lemma facet
MERGE	word family: lose	en:lose	word-family tag folded into lemma facet
MERGE	word family: make	en:make	word-family tag folded into lemma facet
MERGE	word family: mean	en:mean	word-family tag folded into lemma facet
MERGE	word family: mow	en:mow	word-family tag folded into lemma facet
MERGE	word family: pay	en:pay	word-family tag folded into lemma facet
MERGE	word family: plead	en:plead	word-family tag folded into lemma facet
MERGE	word family: prove	en:prove	word-family tag folded into lemma facet
MERGE	word family: put	en:put	word-family tag folded into lemma facet
MERGE	word family: quit	en:quit	word-family tag folded into lemma facet
MERGE	word family: rid	en:rid	word-family tag folded into lemma facet
MERGE	word family: ride	en:ride	word-family tag folded into lemma facet
MERGE	word family: ring	en:ring	word-family tag folded into lemma facet
MERGE	word family: rise	en:rise	word-family tag folded into lemma facet
MERGE	word family: run	en:run	word-family tag folded into lemma facet
MERGE	word family: say	en:say	word-family tag folded into lemma facet
MERGE	word family: seek	en:seek	word-family tag folded into lemma facet
MERGE	word family: sell	en:sell	word-family tag folded into lemma facet
MERGE	word family: send	en:send	word-family tag folded into lemma facet
MERGE	word family: set	en:set	word-family tag folded into lemma facet
MERGE	word family: sew	en:sew	word-family tag folded into lemma facet
MERGE	word family: shake	en:shake	word-family tag folded into lemma facet
MERGE	word family: shave	en:shave	word-family tag folded into lemma facet
MERGE	word family: shed	en:shed	word-family tag folded into lemma facet
MERGE	word family: shine	en:shine	word-family tag folded into lemma facet
MERGE	word family: shoot	en:shoot	word-family tag folded into lemma facet
MERGE	word family: show	en:show	word-family tag folded into lemma facet
MERGE	word family: shrink	en:shrink	word-family tag folded into lemma facet
MERGE	word family: shut	en:shut	word-family tag folded into lemma facet
MERGE	word family: sing	en:sing	word-family tag folded into lemma facet
MERGE	word family: sink	en:sink	word-family tag folded into lemma facet
MERGE	word family: sit	en:sit	word-family tag folded into lemma facet
MERGE	word family: slide	en:slide	word-family tag folded into lemma facet
MERGE	word family: smell	en:smell	word-family tag folded into lemma facet
MERGE	word family: sneak	en:sneak	word-family tag folded into lemma facet
MERGE	word family: sow	en:sow	word-family tag folded into lemma facet
MERGE	word family: speak	en:speak	word-family tag folded into lemma facet
MERGE	word family: speed	en:speed	word-family tag folded into lemma facet
MERGE	word family: spell	en:spell	word-family tag folded into lemma facet
MERGE	word family: spend	en:spend	word-family tag folded into lemma facet
MERGE	word family: spill	en:spill	word-family tag folded into lemma facet
MERGE	word family: spin	en:spin	word-family tag folded into lemma facet
MERGE	word family: spit	en:spit	word-family tag folded into lemma facet
MERGE	word family: split	en:split	word-family tag folded into lemma facet
MERGE	word family: spoil	en:spoil	word-family tag folded into lemma facet
MERGE	word family: spread	en:spread	word-family tag folded into lemma facet
MERGE	word family: spring	en:spring	word-family tag folded into lemma facet
MERGE	word family: stand	en:stand	word-family tag folded into lemma facet
MERGE	word family: steal	en:steal	word-family tag folded into lemma facet
MERGE	word family: stick	en:stick	word-family tag folded into lemma facet
MERGE	word family: sting	en:sting	word-family tag folded into lemma facet
MERGE	word family: stink	en:stink	word-family tag folded into lemma facet
MERGE	word family: stride	en:stride	word-family tag folded into lemma facet
MERGE	word family: strike	en:strike	word-family tag folded into lemma facet
MERGE	word family: string	en:string	word-family tag folded into lemma facet
MERGE	word family: strive	en:strive	word-family tag folded into lemma facet
MERGE	word family: swear	en:swear	word-family tag folded into lemma facet
MERGE	word family: sweat	en:sweat	word-family tag folded into lemma facet
MERGE	word family: sweep	en:sweep	word-family tag folded into lemma facet
MERGE	word family: swell	en:swell	word-family tag folded into lemma facet
MERGE	word family: swim	en:swim	word-family tag folded into lemma facet
MERGE	word family: swing	en:swing	word-family tag folded into lemma facet
MERGE	word family: take	en:take	word-family tag folded into lemma facet
MERGE	word family: teach	en:teach	word-family tag folded into lemma facet
MERGE	word family: tear	en:tear	word-family tag folded into lemma facet
MERGE	word family: think	en:think	word-family tag folded into lemma facet
MERGE	word family: thrive	en:thrive	word-family tag folded into lemma facet
MERGE	word family: throw	en:throw	word-family tag folded into lemma facet
MERGE	word family: thrust	en:thrust	word-family tag folded into lemma facet
MERGE	word family: tread	en:tread	word-family tag folded into lemma facet
MERGE	word family: wake	en:wake	word-family tag folded into lemma facet
MERGE	word family: wear	en:wear	word-family tag folded into lemma facet
MERGE	word family: weave	en:weave	word-family tag folded into lemma facet
MERGE	word family: wed	en:wed	word-family tag folded into lemma facet
MERGE	word family: weep	en:weep	word-family tag folded into lemma facet
MERGE	word family: wet	en:wet	word-family tag folded into lemma facet
MERGE	word family: win	en:win	word-family tag folded into lemma facet
DELETE	word family: abide	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: alight	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: beget	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: behold	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: bereave	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: beseech	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: clad	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: cleave	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: crow	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: dwell	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: forsake	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: gild	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: hew	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: rend	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: saw	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: shear	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: shit	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: shoe	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: slay	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: sling	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: slink	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: slit	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: smite	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: stave	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: strew	archaic-verb word family; all members are trash-tier verb forms
DELETE	word family: wring	archaic-verb word family; all members are trash-tier verb forms
