b11jnq9i7f	dar permiso	to give permission	supporting	topic:collocation|coll:other	New Collocations topic page — verb+noun pairings English speakers must memorize (make an effort, take a risk, have a good time, set an alarm).		
a7tobu5j5o	decir la verdad	to tell the truth	supporting	topic:collocation|coll:other	New Collocations topic page — verb+noun pairings English speakers must memorize (make an effort, take a risk, have a good time, set an alarm).		
du61aoc74y	decir una mentira	to tell a lie	supporting	topic:collocation|coll:other	New Collocations topic page — verb+noun pairings English speakers must memorize (make an effort, take a risk, have a good time, set an alarm).		
we8gzmevo2	prestar atención a [algo]	to pay attention to [something]	supporting	topic:collocation|coll:other	New Collocations topic page — verb+noun pairings English speakers must memorize (make an effort, take a risk, have a good time, set an alarm).		
irvw3l9fwm	hacer una pregunta	to ask a question	supporting	topic:collocation|coll:other	New Collocations topic page — verb+noun pairings English speakers must memorize (make an effort, take a risk, have a good time, set an alarm).		
xzd9s8bgpf	poner fin a [algo]	to put an end to [something]	reference	topic:collocation|coll:other	New Collocations topic page — verb+noun pairings English speakers must memorize (make an effort, take a risk, have a good time, set an alarm).		
qf9u95fmxk	acabar con [algo]	to put an end to [something]	reference	topic:collocation|coll:other	New Collocations topic page — verb+noun pairings English speakers must memorize (make an effort, take a risk, have a good time, set an alarm).		
svjll3kjxt	ocupar un cargo importante	to hold a high position	reference	topic:collocation|coll:other	New Collocations topic page — verb+noun pairings English speakers must memorize (make an effort, take a risk, have a good time, set an alarm).		
z7amf9jjbu	romper un récord	to break a record	reference	topic:collocation|coll:other	New Collocations topic page — verb+noun pairings English speakers must memorize (make an effort, take a risk, have a good time, set an alarm).		
yqer3iro9h	guardar un secreto	to keep a secret	reference	topic:collocation|coll:other	New Collocations topic page — verb+noun pairings English speakers must memorize (make an effort, take a risk, have a good time, set an alarm).		
t3k0bkap2f	resfriarse	to catch a cold	reference	topic:collocation|coll:other	New Collocations topic page — verb+noun pairings English speakers must memorize (make an effort, take a risk, have a good time, set an alarm).		
