d9y1w0dh2h	[la] película	movie	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Vimos una película anoche.	We watched a movie last night.
0r3hwsp9ge	español	Spanish	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Estoy aprendiendo español.	I am learning Spanish.
ne9ewy4gyy	[el] efectivo	cash	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Prefiero pagar en efectivo.	I prefer to pay in cash.
cx21gif0mc	[el] negocio	business	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Abrieron un negocio nuevo.	They opened a new business.
tb4pl8tpv6	[la] firma	firm	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Trabajo en una firma de abogados.	I work at a law firm.
zd1m5yy2wo	[la] obligación	obligation	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	No tienes ninguna obligación.	You have no obligation.
0rvw4dkalt	[la] película	film	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Ese director hizo una película excelente.	That director made an excellent film.
xxxqpliz9z	[la] responsabilidad	responsibility	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Es tu responsabilidad terminarlo.	It's your responsibility to finish it.
n4uu5aergm	[los] fondos	funds	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	La empresa necesita más fondos.	The company needs more funds.
m8g7uv9h3o	[la] luz	power	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Se fue la luz durante la tormenta.	The power went out during the storm.
7w31zud2ye	[el] baño	bathroom	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El baño está al final del pasillo.	The bathroom is at the end of the hall.
x3fde0xia4	[el] país	country	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Ese país tiene playas hermosas.	That country has beautiful beaches.
z4gqxgd1ln	[el] cuarto	room	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Mi cuarto está en el segundo piso.	My room is on the second floor.
m0woso3bh0	[la] ciudad	city	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Esa ciudad es muy grande.	That city is very big.
eqgkxdihiu	[el] barrio	neighborhood	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Crecí en este barrio.	I grew up in this neighborhood.
graetcx43j	[la] habitación	room	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	La habitación tiene dos camas.	The room has two beds.
dtrbrlnt7k	[el] sábado	Saturday	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Vamos a la playa el sábado.	We're going to the beach on Saturday.
7cm192p84m	[el] domingo	Sunday	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Los domingos descanso.	I rest on Sundays.
hwpige4nqc	[el] viernes	Friday	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El viernes salimos temprano.	On Friday we leave early.
vdmuuz7ozq	[el] miércoles	Wednesday	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El miércoles tengo clase de yoga.	On Wednesday I have yoga class.
kpscphg0bi	[el] jueves	Thursday	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El jueves es el cumpleaños de mi mamá.	Thursday is my mom's birthday.
dmds1ataaw	[el] martes	Tuesday	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El martes empieza el curso.	The course starts on Tuesday.
rrxe7cd85d	cállate	be quiet	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	¡Cállate, por favor!	Be quiet, please!
r4wshfw0zl	cállate	shut up	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	¡Cállate ya!	Shut up already!
b1nubjxiqh	no hay problema	no problem	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	No hay problema, puedo esperar.	No problem, I can wait.
4blzjcf3qz	disculpe	excuse me	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Disculpe, ¿dónde está el baño?	Excuse me, where is the bathroom?
onjiqwdl11	cuídate	take care	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Nos vemos pronto, ¡cuídate!	See you soon, take care!
18bu6m7ec4	cuidado con [algo]	be careful with [something]	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Cuidado con el perro.	Be careful with the dog.
zkp7daj58t	quizá	maybe	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Quizá llueva mañana.	Maybe it will rain tomorrow.
b6sllrim7m	quizá	perhaps	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Quizá tengas razón.	Perhaps you're right.
x788022mpy	quizá	possibly	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Quizá podamos ir juntos.	We could possibly go together.
2n962u3uuf	para empezar	to begin with	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Para empezar, revisemos el presupuesto.	To begin with, let's review the budget.
