jwk81y46bp	no poder [hacer algo]	can't [do something]	core	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
s1qoakwebg	¿lo haces?	do you do it?	supporting	topic:question-negation|qn:do-support-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
mk6oc0jtgw	¿ella lo hace?	does she do it?	supporting	topic:question-negation|qn:do-support-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
0krc7ykvx4	¿ellos lo hicieron?	did they do it?	supporting	topic:question-negation|qn:do-support-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
8hhxabswez	¿[haces algo]?	do you [do something]?	core	topic:question-negation|qn:do-support-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
8aej7jfu2y	¿tienes que [hacer algo]?	do you have to [do something]?	core	topic:question-negation|qn:do-support-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
7hwvhzgxxt	¿Puedes [hacer algo]? (petición)	Can you [do something]?	supporting	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
jdd2lebx6x	¿Puedo [hacer algo]?	Can I [do something]?	core	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
oy4fp397cg	¿Podría [hacer algo]?	Could I [do something]?	supporting	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
43z1s233ya	¿Puedes [hacer algo]? (capacidad)	Can you [do something]?	core	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
ihsw7a0ggn	¿vas a [hacer algo]?	are you going [to do something]?	core	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
rnbqgo3fk9	¿[estás haciendo algo]?	are you [doing something]?	core	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
v7y40xtgb3	¿has [hecho algo]?	have you [done something]?	core	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
r30tfgius4	¿puedes [hacer algo]?	can you [do something]?	core	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
ob3a6c4swk	¿ibas a [hacer algo]?	were you going to [do something]?	supporting	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
78zjjk2mwo	¿debes [hacer algo]?	must you [do something]?	reference	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
dtlxfmo16j	¿deberías [hacer algo]?	should you [do something]?	supporting	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
bvjzllj20d	¿[estabas haciendo algo]?	were you [doing something]?	supporting	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
m2op0ycc10	¿[harás algo]?	will you [do something]?	core	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
qoxz39dr3t	¿[harías algo]?	would you [do something]?	core	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
zgny1ugayh	¿Podrías [hacer algo]?	Could you [do something]?	core	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
4lvhwvih13	¿te gustaría [algo]?	would you care for [something]?	reference	topic:question-negation|qn:inversion-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
wbadwkrywg	¿No puedes [hacer algo]? (capacidad)	Can't you [do something]?	reference	topic:question-negation|qn:negative-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
4sabms9mlz	¿nunca has [hecho algo]?	haven't you ever [done something]?	reference	topic:question-negation|qn:negative-question	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
c4ekkqs73f	sí [hago algo] (énfasis)	I do [do something]	reference	topic:question-negation|qn:emphatic	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
xvgmxfgcrd	sí [alguien] [hizo algo] (énfasis)	[somebody] did [do something]	reference	topic:question-negation|qn:emphatic	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
